,origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
22,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.95,354.0636794719574
23,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.95,369.03103515452017
24,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.1,270.85617326586896
25,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.1,274.6741806629661
26,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.1,271.90017199665704
27,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.1,266.42618481355726
28,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.9,301.3390630095452
29,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.9,329.7135487026082
30,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.9,348.692360134558
31,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.9,362.32339287290176
32,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.15,272.9092416224285
33,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.15,278.3811646739117
34,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.15,277.0722410761512
35,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.15,272.88500564729713
36,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.85,299.2859946529856
37,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.85,326.00656469166256
38,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.85,343.5202910550638
39,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.85,355.8645720391619
40,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.2,274.8984669080217
41,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.2,281.97287476203536
42,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.2,282.08347733571964
43,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.2,279.1429802912204
44,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.8,297.2967693673924
45,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.8,322.4148546035389
46,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.8,338.50905479549533
47,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.8,349.6065973952386
48,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.25,276.8365205945694
49,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.25,285.4721903135281
50,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.25,286.9658026195158
51,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.25,285.23997237995763
52,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.75,295.35871568084474
53,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.75,318.9155390520462
54,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.75,333.6267295116992
55,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.75,343.5096053065014
56,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.3,278.7342082776675
57,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.3,288.8986217212001
58,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.3,291.7464382748897
59,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.3,291.20997562138166
60,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.7,293.4610279977466
61,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.7,315.4891076443742
62,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.7,328.84609385632524
63,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.7,337.53960206507736
64,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.35,280.600983412084
65,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.35,292.26923797623266
66,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.35,296.4491993496663
67,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.35,297.0827299753972
68,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.65,291.5942528633301
69,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.65,312.1184913893416
70,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.65,324.1433327815487
71,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.65,331.66684771106185
72,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.4,282.4453324434731
73,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.4,295.5993620552085
74,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.4,301.0954648120727
75,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.4,302.8849332535119
76,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.6,289.749903831941
77,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.6,308.7883673103658
78,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.6,319.4970673191423
79,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.6,325.8646444329471
80,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.45,284.275076252352
81,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.45,298.90311520203846
82,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.45,305.70493694536134
83,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.45,308.6411894421745
84,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.55,287.9201600230621
85,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.55,305.4846141635358
86,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.55,314.8875951858536
87,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.55,320.10838824428447
88,2023-12-20,ILI incidence,2023-12-17,1,FR,quantile,0.5,286.09761813770706
89,2023-12-20,ILI incidence,2023-12-24,2,FR,quantile,0.5,302.19386468278714
90,2023-12-20,ILI incidence,2023-12-31,3,FR,quantile,0.5,310.2962660656075
91,2023-12-20,ILI incidence,2024-01-07,4,FR,quantile,0.5,314.3747888432295
92,2023-12-20,ILI incidence,2023-12-17,1,FR,median,,286.09761813770706
93,2023-12-20,ILI incidence,2023-12-24,2,FR,median,,302.19386468278714
94,2023-12-20,ILI incidence,2023-12-31,3,FR,median,,310.2962660656075
95,2023-12-20,ILI incidence,2024-01-07,4,FR,median,,314.3747888432295
96,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.01,300.4559038321528
97,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.01,280.09542011081555
98,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.01,259.5394853177271
99,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.01,240.1729700307447
100,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.99,364.84908682997127
101,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.99,397.4963062401531
102,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.99,424.4962900155249
103,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.99,447.2425286348624
104,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.025,301.5887152391227
105,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.025,282.16074840807016
106,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.025,262.4414221582356
107,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.025,243.8157587096475
108,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.975,363.7162754230014
109,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.975,395.4309779428985
110,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.975,421.5943531750164
111,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.975,443.59973995595954
112,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.05,303.4406897456876
113,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.05,285.53724632349434
114,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.05,267.1856479095092
115,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.05,249.77116463566705
116,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.95,361.8643009164365
117,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.95,392.0544800274743
118,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.95,416.8501274237428
119,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.95,437.64433402994
120,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.1,307.02568424294776
121,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.1,292.07336569441287
122,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.1,276.3693721734155
123,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.1,261.2994537120279
124,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.9,358.2793064191763
125,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.9,385.5183606565558
126,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.9,407.6664031598365
127,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.9,426.1160449535792
128,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.15,310.4776925903816
129,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.15,298.367026297094
130,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.15,285.2124241903053
131,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.15,272.40009840022526
132,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.85,354.82729807174246
133,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.85,379.2247000538747
134,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.85,398.8233511429467
135,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.85,415.0154002653818
136,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.2,313.8223558447026
137,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.2,304.4649766014735
138,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.2,293.7804889688645
139,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.2,283.1555528056259
140,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.8,351.48263481742146
141,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.8,373.1267497494952
142,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.8,390.2552863643875
143,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.8,404.25994585998114
144,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.25,317.08097969050016
145,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.25,310.4060608785434
146,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.25,302.1281455419683
147,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.25,293.63432975052416
148,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.75,348.2240109716239
149,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.75,367.1856654724252
150,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.75,381.9076297912837
151,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.75,393.7811689150829
152,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.3,320.27173254680287
153,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.3,316.22340357400145
154,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.3,310.301936170922
155,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.3,303.8948535328601
156,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.7,345.0332581153212
157,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.7,361.3683227769672
158,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.7,373.73383916233
159,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.7,383.52064513274695
160,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.35,323.4105093567413
161,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.35,321.9459841593015
162,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.35,318.3425791260083
163,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.35,313.98823762000507
164,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.65,341.8944813053828
165,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.65,355.6457421916672
166,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.65,365.6931962072437
167,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.65,373.427261045602
168,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.4,326.51157914411334
169,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.4,327.59981774908897
170,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.4,326.2866275400633
171,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.4,323.9603670004312
172,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.6,338.7934115180107
173,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.6,349.9919086018797
174,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.6,357.7491477931887
175,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.6,363.4551316651759
176,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.45,329.58809185823446
177,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.45,333.2088791747095
178,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.45,334.16776779913016
179,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.45,333.8535280478451
180,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.55,335.7168988038896
181,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.55,344.38284717625913
182,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.55,349.86800753412183
183,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.55,353.561970617762
184,2023-12-20,ILI incidence,2023-12-17,1,HU,quantile,0.5,332.652495331062
185,2023-12-20,ILI incidence,2023-12-24,2,HU,quantile,0.5,338.7958631754843
186,2023-12-20,ILI incidence,2023-12-31,3,HU,quantile,0.5,342.017887666626
187,2023-12-20,ILI incidence,2024-01-07,4,HU,quantile,0.5,343.7077493328036
188,2023-12-20,ILI incidence,2023-12-17,1,HU,median,,332.652495331062
189,2023-12-20,ILI incidence,2023-12-24,2,HU,median,,338.7958631754843
190,2023-12-20,ILI incidence,2023-12-31,3,HU,median,,342.017887666626
191,2023-12-20,ILI incidence,2024-01-07,4,HU,median,,343.7077493328036
192,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.01,5.475670292614493
193,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.01,4.395399525438626
194,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.01,3.686482066193793
195,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.01,3.196486014499919
196,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.99,8.435650359227687
197,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.99,8.090378483261015
198,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.99,7.734154060772703
199,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.99,7.428293717935288
200,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.025,5.527742562189621
201,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.025,4.460401970061946
202,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.025,3.757689122494877
203,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.025,3.270932404868868
204,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.975,8.383578089652557
205,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.975,8.025376038637695
206,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.975,7.662947004471619
207,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.975,7.35384732756634
208,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.05,5.612872809959693
209,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.05,4.566671089145757
210,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.05,3.874101838809129
211,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.05,3.3926409401297004
212,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.95,8.298447841882485
213,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.95,7.919106919553885
214,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.95,7.546534288157367
215,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.95,7.232138792305507
216,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.1,5.777665288864916
217,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.1,4.772383535938986
218,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.1,4.099449944799963
219,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.1,3.62824052729086
220,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.9,8.133655362977263
221,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.9,7.713394472760656
222,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.9,7.321186182166533
223,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.9,6.996539205144348
224,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.15,5.936344754958906
225,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.15,4.970465034821055
226,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.15,4.316438713835249
227,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.15,3.855100496575009
228,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.85,7.974975896883272
229,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.85,7.515312973878586
230,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.85,7.104197413131247
231,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.85,6.769679235860199
232,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.2,6.090089858111504
233,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.2,5.162386908696066
234,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.2,4.526679909495213
235,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.2,4.074905933518734
236,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.8,7.821230793730674
237,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.8,7.323391100003576
238,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.8,6.893956217471283
239,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.8,6.549873798916474
240,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.25,6.239879962888248
241,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.25,5.349371710209732
242,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.25,4.731512779489365
243,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.25,4.28905701056227
244,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.75,7.671440688953931
245,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.75,7.13640629848991
246,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.75,6.689123347477131
247,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.75,6.335722721872938
248,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.3,6.386550222261279
249,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.3,5.53246197092956
250,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.3,4.932079367081668
251,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.3,4.498747724523678
252,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.7,7.524770429580899
253,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.7,6.953316037770081
254,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.7,6.488556759884828
255,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.7,6.12603200791153
256,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.35,6.530831283678608
257,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.35,5.712569766911882
258,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.35,5.129378807788799
259,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.35,4.705022663349295
260,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.65,7.380489368163571
261,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.65,6.77320824178776
262,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.65,6.2912573191776975
263,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.65,5.919757069085913
264,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.4,6.673379055484029
265,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.4,5.890513876484269
266,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.4,5.324308033946263
267,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.4,4.908819562402048
268,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.6,7.23794159635815
269,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.6,6.595264132215373
270,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.6,6.096328093020233
271,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.6,5.71596017003316
272,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.45,6.814798005200943
273,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.45,6.067048863775325
274,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.45,5.517693634318523
275,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.45,5.111002613421216
276,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.55,7.096522646641236
277,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.55,6.418729144924317
278,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.55,5.9029424926479725
279,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.55,5.513777119013992
280,2023-12-20,ILI incidence,2023-12-17,1,LU,quantile,0.5,6.955660325921089
281,2023-12-20,ILI incidence,2023-12-24,2,LU,quantile,0.5,6.242889004349821
282,2023-12-20,ILI incidence,2023-12-31,3,LU,quantile,0.5,5.710318063483248
283,2023-12-20,ILI incidence,2024-01-07,4,LU,quantile,0.5,5.312389866217604
284,2023-12-20,ILI incidence,2023-12-17,1,LU,median,,6.955660325921089
285,2023-12-20,ILI incidence,2023-12-24,2,LU,median,,6.242889004349821
286,2023-12-20,ILI incidence,2023-12-31,3,LU,median,,5.710318063483248
287,2023-12-20,ILI incidence,2024-01-07,4,LU,median,,5.312389866217604
288,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.01,700.6515387811897
289,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.01,523.3658505051044
290,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.01,491.64999541142953
291,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.01,468.17172326910656
292,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.99,795.0699429298555
293,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.99,648.9610352586315
294,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.99,680.6768903523064
295,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.99,704.1551624946293
296,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.025,702.3125569242302
297,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.025,525.5753337349381
298,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.025,494.9753757210251
299,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.025,472.3231678687581
300,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.975,793.4089247868151
301,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.975,646.7515520287977
302,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.975,677.3515100427107
303,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.975,700.0037178949779
304,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.05,705.0280691771312
305,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.05,529.1875030591151
306,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.05,500.4118671971101
307,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.05,479.11014892903546
308,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.95,790.693412533914
309,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.95,643.1393827046207
310,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.95,671.9150185666257
311,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.95,693.2167368347003
312,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.1,710.2846731149195
313,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.1,536.1798277938472
314,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.1,510.935657863277
315,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.1,492.2481752181955
316,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.9,785.4368085961257
317,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.9,636.1470579698887
